id,longitude,latitude
918296579,77.1897034,28.6894253
918296443,77.1898833,28.688895
918296429,77.1857228,28.6926543
918296496,77.1850184,28.6935204
9867451118,77.1856601,28.6926138
918296431,77.1861864,28.690522
918296783,77.1863102,28.690753
918296662,77.1861729,28.691248
918296436,77.1869665,28.6905755
918296578,77.1869086,28.6904724
918296439,77.1882849,28.6903096
918296615,77.188563,28.6901845
918296713,77.1881307,28.690379
918296524,77.1894968,28.6890651
3735775074,77.1910805,28.6876597
918296444,77.1890771,28.6897025
918296608,77.1890225,28.689605
918296838,77.1891934,28.6899157
918296489,77.1887871,28.6898196
918296448,77.1850806,28.698837
9868165810,77.1852031,28.6988214
918296540,77.1842995,28.6983407
918296461,77.1847232,28.6992496
918296449,77.1895881,28.6906182
918296553,77.1895139,28.6904806
918296878,77.1902623,28.690415
9871496246,77.1892856,28.6907435
918296451,77.1868425,28.691702
918296604,77.1866843,28.6914504
918296792,77.1865292,28.69181
918296460,77.1896496,28.6893284
918296852,77.1841486,28.6989626
10651068636,77.1845609,28.6995965
918296463,77.1884813,28.6906867
918296610,77.1886254,28.6909441
918296527,77.1883025,28.6905769
918296546,77.1882739,28.6896033
918296474,77.1864922,28.6971445
918296555,77.1859689,28.6977803
918296574,77.187452,28.6959941
9868216008,77.185876,28.6967655
918296478,77.185641,28.6961603
918296531,77.1853947,28.6964518
918296893,77.1859697,28.695759
9867430102,77.185366,28.6959834
918296483,77.1878631,28.6908295
918296807,77.1872453,28.691072
918296820,77.1877625,28.6906464
918296517,77.1880821,28.6912287
918296485,77.1865075,28.6911208
918296585,77.1889031,28.6900395
918296512,77.1884529,28.6899546
918296493,77.1879942,28.6945774
9863261639,77.187747,28.6948814
918296781,77.1853636,28.6937458
918296824,77.1848296,28.6943626
918296837,77.1893846,28.6902582
2644018815,77.1876381,28.6914038
9871496251,77.1881371,28.6913029
918296602,77.1888703,28.6893408
918296583,77.1886729,28.6904055
918296577,77.1878989,28.6904833
918296541,77.1849221,28.697082
918296800,77.1832037,28.6980344
918296738,77.1833253,28.6989114
9867430103,77.1846298,28.6968911
918296542,77.1873131,28.6911927
918296890,77.1874336,28.6914619
918296618,77.1901478,28.6902081
6649554064,77.1860303,28.6978198
918296563,77.1887043,28.6904664
918296865,77.1889651,28.6903533
1825246193,77.1875153,28.696031
918296826,77.1870561,28.6957308
918296859,77.1879297,28.6954216
918296600,77.1879047,28.6902661
918296587,77.1900118,28.6899757
9867430111,77.1872913,28.6954416
918296897,77.1863711,28.6952753
918296654,77.1852544,28.6945326
918296860,77.1877692,28.6900084
9868017304,77.18433,28.694574
9181715738,77.1852069,28.6945887
918296741,77.1871503,28.6909029
918296729,77.1879905,28.6954576
918296739,77.1851006,28.6983356
9703499918,77.185346,28.6984857
2644016520,77.1862902,28.6920152
918296819,77.1868943,28.6956232
944000555,77.2255677,28.696762
1184397712,77.225897,28.696754
9849690136,77.2255939,28.6969307
2945828444,77.217514,28.6939832
2935766113,77.2200205,28.6954027
944000615,77.2235213,28.6962568
9850072050,77.2238056,28.6964145
9889759156,77.223524,28.6961474
944000691,77.2208372,28.6988176
4221435516,77.220162,28.6990444
9849982608,77.2207559,28.6983938
4224940791,77.2209554,28.6996472
1184364479,77.2258542,28.6991023
1184368526,77.2265323,28.6990492
9849656016,77.2259027,28.6996622
10246034687,77.2252148,28.6991077
9850019306,77.2258005,28.6985778
9850053342,77.2265647,28.6993614
1184401836,77.2271589,28.6989904
1184385596,77.225692,28.6975613
9849690146,77.2256717,28.6974305
1184397689,77.2260121,28.6975324
1184397714,77.2253208,28.6975828
1184385598,77.2262538,28.6967397
1184397718,77.2266575,28.696728
9849690147,77.2262843,28.6969516
1184385603,77.226364,28.6975006
9849690152,77.2263353,28.6973029
1184397713,77.2268244,28.6974579
9850019307,77.2264183,28.6980609
1184397632,77.2248477,28.6967603
9889759147,77.2248537,28.6967021
9774112820,77.225214,28.6967759
9849690144,77.2249402,28.6971591
1184397671,77.2254672,28.6988249
9850134562,77.2254446,28.698633
9849690145,77.2259932,28.6974049
1184397690,77.2249885,28.6976132
9850134563,77.2250735,28.6986532
9849690141,77.2249709,28.6973208
9849690135,77.225921,28.6969164
9849690151,77.2267834,28.6972801
1184401834,77.2270819,28.6980226
9849690129,77.2252846,28.6973648
1184401839,77.2270317,28.6967256
9849690149,77.2267463,28.697119
9850053341,77.2271884,28.6993152
427851175,77.2271624,28.6967303
1232310255,77.2046458,28.6989285
3012949991,77.2047411,28.6988882
1411012230,77.1960692,28.6816784
1411101721,77.1964428,28.6819028
1411122963,77.1960409,28.6815803
1411012235,77.1929028,28.6797599
1411154991,77.1931616,28.6799152
1411060958,77.1925895,28.6801604
1479117731,77.193366,28.6791303
1411012236,77.1959076,28.6815878
1411101701,77.1955093,28.6813402
1411026147,77.1959345,28.6817276
1411012239,77.197418,28.6798682
1411138844,77.1972532,28.6794763
1411122941,77.1977347,28.6794969
11518881916,77.1973807,28.6799099
9181809347,77.1982347,28.6803623
1411012243,77.197592,28.6825784
1411101732,77.196908,28.6834496
1411101737,77.1973383,28.6824409
1411101706,77.1953969,28.682417
1411060914,77.1936694,28.6827616
1411101719,77.193445,28.6826282
1411122927,77.1934634,28.6830338
1411061004,77.1940147,28.682322
1411060916,77.1932144,28.6813577
1411060919,77.1929412,28.6816971
1411060946,77.1933749,28.6813096
1411101718,77.1926188,28.6821393
1411060922,77.1932075,28.6818466
1479117748,77.1926979,28.6815443
1411060948,77.1937651,28.6821797
1411060967,77.1928323,28.682264
1479117746,77.1935685,28.6814072
1411060928,77.1941018,28.6817594
1479117750,77.1943345,28.6818975
1411061035,77.1944665,28.6813109
1479117732,77.1939745,28.6804118
1411061037,77.1933492,28.6812006
1411060955,77.1918933,28.6810443
1411101742,77.1921341,28.6811939
1411101755,77.1915419,28.681497
1411061006,77.1922382,28.6806264
1411101700,77.1928409,28.6803143
1411101736,77.1933528,28.6825759
1411060974,77.194679,28.6814584
1411061050,77.1950185,28.6810469
1411060985,77.1931881,28.6812039
1479117744,77.1930432,28.6811079
1411101727,77.1924916,28.6807643
1411061008,77.1923528,28.681979
1411101703,77.1924301,28.6820257
1411101717,77.1917778,28.6816372
1411061024,77.1922305,28.6826547
1411101699,77.1930933,28.6829138
1411101757,77.1919988,28.682573
1411061031,77.194218,28.6805625
1411061033,77.1947829,28.6809115
1479117743,77.1939011,28.6809733
9181780437,77.1955035,28.6804653
1479117741,77.1936518,28.6808239
1411061040,77.1951897,28.6824289
1411101728,77.1948511,28.682204
1411101698,77.1952466,28.6825778
1411061053,77.1937198,28.6802569
9181780433,77.1936101,28.6801902
1479117739,77.1933943,28.680667
1411101750,77.1946436,28.6833973
1411101739,77.1953969,28.6825429
1411101741,77.1922139,28.6822912
1411101708,77.1961717,28.6839183
1411101720,77.1966599,28.6833
10308062568,77.1964128,28.6840015
1411101724,77.1956433,28.6837418
1411101709,77.1951371,28.6835715
1411101715,77.195772,28.6827583
1411101756,77.1961899,28.6830171
1411101753,77.1970105,28.6828559
1411101731,77.1968652,28.6821598
1411101747,77.1940675,28.6832195
1411101749,77.1965404,28.6825722
1411101733,77.1975503,28.6821618
1411122969,77.1913466,28.6817737
9871534355,77.1909671,28.6822214
1411122934,77.1934735,28.679083
6646087420,77.1893867,28.6778815
1411122960,77.1944247,28.6778033
1411122935,77.1967887,28.6806336
1479137384,77.1968447,28.6805626
9181767906,77.1965155,28.6809852
1411122939,77.196289,28.6774211
1411138856,77.1958517,28.6780129
1411122957,77.1964262,28.6771406
1411122940,77.1985429,28.6800042
1411138877,77.1987621,28.6797419
1411122956,77.1979474,28.6792348
1411138876,77.1975785,28.6790051
1411122964,77.1963643,28.6771324
1411138862,77.1947895,28.6773639
9871497405,77.1947023,28.6779601
11518857212,77.1942513,28.6776947
9181767904,77.1963023,28.6812494
9871497406,77.1963471,28.6770081
11518964297,77.1970498,28.6789681
11518964296,77.1968312,28.6792447
1411138850,77.1994891,28.6801945
1479137387,77.1989994,28.6808048
1411138852,77.1996963,28.6799652
1411138883,77.1977878,28.6787513
1411138860,77.1955037,28.6784331
1411138873,77.1956084,28.6778755
1411138884,77.1969072,28.678612
9181780439,77.1958756,28.6786752
1411138880,77.1952651,28.6782944
9871497404,77.1950354,28.6775175
9181788004,77.1945916,28.6770886
1411138869,77.1958911,28.6799743
11518859788,77.1956312,28.6798168
9871497398,77.1960237,28.6797958
1411138872,77.1965531,28.6790921
11518881915,77.1963946,28.6793011
11518959284,77.1955935,28.6778662
1411138879,77.1958104,28.6773239
9181788002,77.1957476,28.6770274
1411138882,77.1962255,28.6795241
1411138886,77.1972059,28.6801053
1411154990,77.1970551,28.6802963
1411138889,77.1952152,28.6773472
9181788003,77.1951524,28.6770604
1411154988,77.1985514,28.681169
1411154992,77.1983495,28.6810501
1411154989,77.1986797,28.6806203
1411155003,77.1981239,28.6809187
9181780436,77.1934684,28.6791653
1645501126,77.1881621,28.6780135
9871861882,77.188266,28.6779164
6738071603,77.1889275,28.6790296
4929042279,77.1884422,28.6775421
6636622249,77.188728,28.677418
1873280866,77.2028061,28.6822434
6745557839,77.2029658,28.6823487
6636468169,77.2027709,28.6820931
1873280867,77.2060475,28.6822669
6649591423,77.2057066,28.6820536
1873280925,77.2043033,28.6832347
6649591421,77.2062337,28.6820514
1873280945,77.2065335,28.6826182
1873280868,77.2002505,28.679381
9181809346,77.2007186,28.6797026
1873280972,77.2007016,28.6788149
1873280888,77.1998537,28.6803477
1873280976,77.1995906,28.6801821
6726344598,77.2000691,28.6804857
6726344590,77.1993142,28.6810005
6194529253,77.2046004,28.683686
6725683201,77.2041947,28.6831584
1873280927,77.2062508,28.6779348
9871481001,77.2064452,28.6779734
9871481003,77.2055334,28.6778013
6649591415,77.2062305,28.6782107
1873280935,77.2039036,28.6812105
6745557832,77.2039331,28.6814402
1873281008,77.2042279,28.681061
1873280943,77.2062142,28.6782566
6669998133,77.205939,28.6783325
6649591413,77.2063394,28.6788814
6649591428,77.2077417,28.6811438
6673603007,77.2068152,28.6827816
1873280961,77.2015433,28.6802693
9181788019,77.2013947,28.6804636
9181788022,77.2020265,28.6806012
9181809345,77.2011335,28.6799877
6756046470,77.2020575,28.6796731
6749418563,77.200647,28.6787811
11135367572,77.2017317,28.6773822
1873280986,77.203811,28.678559
6656873469,77.2035287,28.6785888
6656873477,77.203816,28.6794484
9181788056,77.2038044,28.6783544
10593440337,77.205409,28.678441
6673438776,77.2049547,28.6815436
6656873481,77.2042024,28.680572
1873281013,77.2015827,28.6835776
6636468182,77.2011172,28.683271
6636479790,77.2017582,28.6833691
6636468162,77.2015211,28.6836493
1873281039,77.2036544,28.6811433
1873281085,77.2032866,28.681467
1873281047,77.1998006,28.6824057
6726344599,77.198921,28.6818602
6636584594,77.1997347,28.6825051
6636479794,77.1999593,28.6822009
1873281053,77.2038215,28.6804538
6756458906,77.2038193,28.6800343
1873281071,77.2035647,28.6806089
6656882292,77.202193,28.6797572
1873281080,77.208518,28.6802009
6649591401,77.2079026,28.6809526
6754944660,77.2085983,28.6801185
6673603002,77.2086258,28.680643
9181767910,77.2028625,28.6811756
6745557840,77.2029956,28.681817
1873281087,77.2008509,28.6811019
6636479801,77.2007535,28.6812217
6636479813,77.2010106,28.6810875
2001957701,77.229351,28.6791779
2001957703,77.2292561,28.6793639
9840628330,77.2291922,28.6793361
6013014457,77.2274322,28.681166
6362401190,77.2292655,28.6802282
11242807373,77.2294032,28.6796919
2001957737,77.2229882,28.6810106
6013014455,77.2242938,28.6788908
2001957742,77.2227538,28.6812383
2001957752,77.2226834,28.6813565
9987953885,77.2213088,28.6806668
2001957750,77.2228315,28.6812795
2001957754,77.2227639,28.6813996
2001957766,77.2232521,28.6816615
2001957755,77.2230671,28.6814043
6362401192,77.2284554,28.6803598
2001957770,77.2225888,28.681766
2265710312,77.2044557,28.6774626
9181788052,77.2049537,28.6776604
2431986573,77.2073831,28.6979093
3509656035,77.207446,28.6980424
6258915978,77.2074879,28.697872
2471585484,77.2130802,28.6956477
9181767901,77.211914,28.6960884
2471585485,77.2131155,28.695736
2969962400,77.212496,28.6944576
4556160784,77.2134994,28.6955948
9849590802,77.213327,28.696173
9840749338,77.2210917,28.691003
2508000044,77.2197515,28.6857253
2945827928,77.2198333,28.6858664
9803641282,77.2194824,28.6845496
9803641284,77.2202963,28.6849343
2939969348,77.2182669,28.6879085
2511131233,77.2031707,28.68455
2511131273,77.2031408,28.6844934
2511131238,77.2019718,28.6858083
10280098012,77.2021293,28.6856181
6673221653,77.2015079,28.685887
2511131247,77.2105999,28.6965844
4929042278,77.2106435,28.6966772
9863295102,77.2087875,28.697257
8989350687,77.2093911,28.694149
2511131257,77.2031565,28.6846722
9870170214,77.2058925,28.6870383
2511131260,77.2015994,28.6863097
6636570681,77.2009061,28.6871654
6636584587,77.2020565,28.6862332
2511131261,77.2028363,28.6847199
6673221637,77.202377,28.6853115
2511131268,77.2006331,28.6875022
6636570678,77.2009656,28.687788
6673221636,77.1999836,28.6868994
2511131272,77.202888,28.6844367
2514069583,77.2081241,28.6918063
9865032762,77.2082007,28.6917806
10610428366,77.206659,28.6923258
2514069585,77.2040333,28.6946547
6639619850,77.2040143,28.6949146
6639619858,77.2036371,28.694995
2532956670,77.201047,28.6919636
6656920109,77.2009653,28.6919476
11015658800,77.2012628,28.6921407
7030539726,77.2010056,28.6924577
10213864481,77.2012809,28.6911974
2532956683,77.1992497,28.6935871
9865037418,77.1992782,28.6936218
6649847594,77.197816,28.6940791
2532958177,77.2035637,28.6950888
2532958183,77.2040116,28.6950037
2532958178,77.2040211,28.6952612
6639619879,77.2041652,28.6961649
2532958182,77.1960166,28.6979615
6639619857,77.1959939,28.6978816
6639619854,77.1983069,28.6971028
6419492018,77.2041094,28.6949994
2575647040,77.1952784,28.6968333
3911337231,77.1912006,28.6990481
2575647037,77.1959148,28.6979959
6622359195,77.1955513,28.6998817
2575647039,77.1953228,28.6967163
2575647042,77.1953663,28.6967887
6639619856,77.1958875,28.6979137
6649554063,77.1861301,28.6978864
6636759404,77.1860526,28.6981766
2575648598,77.1872641,28.6990046
2575657622,77.1881341,28.6981526
2575652146,77.1917223,28.6995096
6622286269,77.1912844,28.6991205
2575656269,77.1874879,28.6969197
6657077595,77.1881264,28.6974596
6737799634,77.1876423,28.6967508
9863261637,77.1872789,28.6971537
2575656271,77.1885329,28.6978022
3911337216,77.1887739,28.6975737
9863261638,77.1883029,28.6980043
2575656273,77.1898712,28.6965777
6657077593,77.1896653,28.6967646
6657077590,77.1871048,28.6973485
2575657625,77.186795,28.6971064
10288988007,77.1868977,28.6971866
6657077591,77.1878509,28.6958435
2622332853,77.1918266,28.6863608
3823681612,77.1920436,28.6864084
2622332855,77.1915103,28.6865095
3735775061,77.191731,28.6861083
9181723227,77.1913584,28.6867322
6649139229,77.1918339,28.6866612
3735775066,77.1913402,28.686488
2622332858,77.1940275,28.687413
3735775070,77.1936839,28.6872016
2644016527,77.1875385,28.6916191
9969739087,77.1853119,28.6924796
2644016535,77.1837022,28.6892254
2644016532,77.1835246,28.6893358
9181694215,77.1827048,28.6899627
2644016542,77.1836069,28.6894073
2644016552,77.1835311,28.6892665
2810924089,77.2011022,28.6928867
9864996580,77.2010263,28.6929167
9865032763,77.2011101,28.69291
6669975438,77.20108,28.6928219
2834053375,77.2222194,28.6781189
10275618294,77.2226668,28.6779275
2834082346,77.2214639,28.6783159
2834092341,77.2206869,28.6784537
10559256596,77.2199706,28.6786184
2935766111,77.2156915,28.6947886
3661703915,77.2175704,28.6941077
2935766117,77.2163589,28.6961784
2935766112,77.2197009,28.694856
10213752494,77.2187413,28.6952357
6636568138,77.2190754,28.6935396
2935766114,77.2201598,28.6959146
9849300123,77.2202054,28.6958984
10213752490,77.2192147,28.696177
4221435490,77.220429,28.6970627
2935766124,77.216873,28.6971887
4221435496,77.2171177,28.6976722
9849935746,77.2180155,28.6967458
2935766140,77.218195,28.6998084
4221435519,77.2180128,28.6994466
2939969321,77.2147249,28.6816786
2939969347,77.2180686,28.6878988
2945827905,77.2150816,28.6806359
2939969353,77.2180449,28.6880068
2945828442,77.2151976,28.6890903
2940370460,77.2148297,28.6805343
2945827898,77.2125698,28.6799202
4231889759,77.2118248,28.6796061
2945827921,77.2136479,28.6840921
